Id,Make,Model,Variant,Emission_Norm,Fuel_Tank_Capacity,Fuel_Type,Body_Type,Gears,Type
0,C,Nano Genx,Xt,BS IV,24 litres,Petrol,Hatchback,4,Manual
1,Tata,Nano Genx,Xe,BS IV,24 litres,Petrol,Hatchback,4,Manual
2,Tata,Nano Genx,Emax Xm,BS IV,15 litres,CNG,Hatchback,4,Manual
3,Tata,Nano Genx,Xta,BS IV,24 litres,Petrol,Hatchback,5,Automatic
4,Tata,Nano Genx,Xm,BS IV,24 litres,Petrol,Hatchback,4,Manual
5,Tata,Nano Genx,Xma,BS IV,24 litres,Petrol,Hatchback,5,Automatic
6,Datsun,Redi-Go,D,BS IV,28 litres,Petrol,Hatchback,5,Manual
7,Datsun,Redi-Go,T,BS IV,28 litres,Petrol,Hatchback,5,Manual
8,Datsun,Redi-Go,A,BS IV,28 litres,Petrol,Hatchback,5,Manual
9,Datsun,Redi-Go,S,BS IV,28 litres,Petrol,Hatchback,5,Manual
10,Datsun,Redi-Go,1.0 S,BS IV,28 litres,Petrol,Hatchback,5,Manual
11,Datsun,Redi-Go,1.0 S Amt,BS IV,28 litres,Petrol,Hatchback,5,Automatic
12,Renault,Kwid,Rxe 0.8,BS 6,28 litres,Petrol,Hatchback,6,Manual
13,Renault,Kwid,Std 0.8,BS 6,28 litres,Petrol,Hatchback,5,Manual
14,Renault,Kwid,Rxl 0.8,BS 6,28 litres,Petrol,Hatchback,5,Manual
15,Renault,Kwid,Rxt 0.8,BS 6,28 litres,Petrol,Hatchback,5,Manual
16,Renault,Kwid,Rxt 1.0,BS 6,28 litres,Petrol,Hatchback,5,Manual
17,Renault,Kwid,Climber 1.0 Mt,BS 6,28 litres,Petrol,Hatchback,5,Manual
20,Renault,Kwid,Rxt (O) 1.0,BS 6,28 litres,Petrol,Hatchback,5,Manual
21,Renault,Kwid,Rxt (O) Amt 1.0,BS 6,28 litres,Petrol,Hatchback,5,Automatic
22,Renault,Kwid,Climber (O) Mt 1.0,BS 6,28 litres,Petrol,Hatchback,5,Manual
24,Maruti Suzuki,Eeco,5 Str,BS 6,40 litres,Petrol,MPV,5,Manual
25,Maruti Suzuki,Eeco,7 Str,BS 6,40 litres,Petrol,MPV,5,Manual
26,Maruti Suzuki,Eeco,5 Str With Ac+Htr,BS 6,40 litres,Petrol,MPV,5,Manual
27,Maruti Suzuki,Eeco,5 Str With Ac+Htr Cng,BS 6,40 litres,CNG,MPV,5,Manual
28,Maruti Suzuki,Eeco,5 Str With Htr Cng,BS 6,40 litres,CNG,MPV,5,Manual
29,Maruti Suzuki,Alto K10,Lxi,BS IV,35 litres,Petrol,Hatchback,5,Manual
30,Maruti Suzuki,Alto K10,Vxi,BS IV,35 litres,Petrol,Hatchback,5,Manual
31,Maruti Suzuki,Alto K10,Lx,BS IV,35 litres,Petrol,Hatchback,5,Manual
32,Maruti Suzuki,Alto K10,Vxi (O),BS IV,35 litres,Petrol,Hatchback,5,Manual
33,Maruti Suzuki,Alto K10,Lxi Cng (O),BS IV,35 litres,CNG,Hatchback,5,Manual
34,Maruti Suzuki,Alto K10,Vxi Amt (O),BS IV,35 litres,Petrol,Hatchback,5,Automatic
35,Datsun,Go,D,BS IV,35 litres,Petrol,Hatchback,5,Manual
36,Datsun,Go,T,BS IV,35 litres,Petrol,Hatchback,5,Manual
37,Datsun,Go,T (O),BS IV,35 litres,Petrol,Hatchback,5,Manual
38,Datsun,Go,A (O),BS IV,35 litres,Petrol,Hatchback,5,Manual
39,Datsun,Go,A,BS IV,35 litres,Petrol,Hatchback,5,Manual
40,Datsun,Go,T Vdc,BS IV,35 litres,Petrol,Hatchback,5,Manual
41,Datsun,Go,T (O) Vdc,BS IV,35 litres,Petrol,Hatchback,5,Manual
42,Datsun,Go,T Cvt,BS IV,35 litres,Petrol,Hatchback,5,Manual
43,Datsun,Go,T (O) Cvt,BS IV,35 litres,Petrol,Hatchback,5,Manual
44,Maruti Suzuki,Celerio Tour,H2,BS IV,35 litres,Petrol,Hatchback,5,Manual
45,Maruti Suzuki,Celerio Tour,H2 Cng,BS IV,60 litres,CNG,Hatchback,5,Manual
46,Hyundai,Santro,Era Mt,BS IV,35 litres,Petrol,Hatchback,5,Manual
47,Hyundai,Santro,Magna Mt,BS IV,35 litres,Petrol,Hatchback,5,Manual
48,Hyundai,Santro,Magna Mt Cng,BS IV,35 litres,CNG,Hatchback,5,Manual
49,Hyundai,Santro,Magna Amt,BS IV,35 litres,Petrol,Hatchback,5,AMT
50,Hyundai,Santro,Sportz Mt,BS IV,35 litres,Petrol,Hatchback,5,Manual
51,Hyundai,Santro,Sportz Mt Cng,BS IV,60 litres,CNG,Hatchback,5,Manual
52,Hyundai,Santro,Sportz Amt,BS IV,35 litres,Petrol,Hatchback,5,AMT
53,Hyundai,Santro,Asta Mt,BS IV,35 litres,Petrol,Hatchback,5,Manual
54,Tata,Tiago,Revotron Xe,BS 6,35 litres,Petrol,Hatchback,5,Manual
55,Tata,Tiago,Revotron Xt,BS 6,35 litres,Petrol,Hatchback,5,Manual
56,Tata,Tiago,Revotron Xz,BS 6,35 litres,Petrol,Hatchback,5,Manual
57,Tata,Tiago,Revotron Xz Plus,BS 6,35 litres,Petrol,Hatchback,5,Manual
58,Tata,Tiago,Revotron Xz Plus Dual Tone,BS 6,35 litres,Petrol,Hatchback,5,Manual
59,Tata,Tiago,Revotron Xza,BS 6,35 litres,Petrol,Hatchback,5,AMT
60,Tata,Tiago,Revotron Xza Plus,BS 6,35 litres,Petrol,Hatchback,5,AMT
61,Tata,Tiago,Revotron Xza Plus Dual Tone,BS 6,35 litres,Petrol,Hatchback,5,AMT
62,Maruti Suzuki,Celerio X,Vxi (O),BS IV,35 litres,Petrol,Hatchback,5,Manual
63,Maruti Suzuki,Celerio X,Vxi,BS IV,35 litres,Petrol,Hatchback,5,Manual
64,Maruti Suzuki,Celerio X,Vxi Amt,BS IV,35 litres,Petrol,Hatchback,5,Automatic
65,Maruti Suzuki,Celerio X,Vxi Amt (O),BS IV,35 litres,Petrol,Hatchback,5,Automatic
66,Maruti Suzuki,Celerio X,Zxi,BS IV,35 litres,Petrol,Hatchback,5,Manual
67,Maruti Suzuki,Celerio X,Zxi (O),BS IV,35 litres,Petrol,Hatchback,5,Manual
68,Maruti Suzuki,Celerio X,Zxi Amt,BS IV,35 litres,Petrol,Hatchback,5,Automatic
69,Maruti Suzuki,Celerio X,Zxi Amt (O),BS IV,35 litres,Petrol,Hatchback,5,Automatic
72,Maruti Suzuki,Ignis,Delta 1.2 Amt,BS IV,32 litres,Petrol,Hatchback,5,AMT
73,Maruti Suzuki,Ignis,Delta 1.2 Mt,BS IV,32 litres,Petrol,Hatchback,5,Manual
77,Renault,Triber,Rxe,BS 6,40 litres,Petrol,MUV,5,Manual
78,Renault,Triber,Rxl,BS 6,40 litres,Petrol,MUV,5,Manual
79,Renault,Triber,Rxt,BS 6,40 litres,Petrol,MUV,5,Manual
80,Renault,Triber,Rxz,BS 6,40 litres,Petrol,MUV,5,Manual
81,Premier,Rio,Gx,BS IV,46 litres,Petrol,SUV,5,Manual
82,Premier,Rio,Ex,BS IV,46 litres,Diesel,SUV,5,Manual
83,Premier,Rio,Glx,BS IV,46 litres,Petrol,SUV,5,Manual
84,Premier,Rio,Dx,BS IV,46 litres,Diesel,SUV,5,Manual
85,Premier,Rio,Lx,BS IV,46 litres,Diesel,SUV,5,Manual
86,Premier,Rio,Crdi4,BS IV,46 litres,Diesel,SUV,5,Manual
87,Toyota,Etios Liva,G,BS IV,45 litres,Petrol,Hatchback,5,Manual
88,Toyota,Etios Liva,V,BS IV,45 litres,Petrol,Hatchback,5,Manual
89,Toyota,Etios Liva,Gd,BS IV,45 litres,Diesel,Hatchback,5,Manual
90,Toyota,Etios Liva,Vx,BS IV,45 litres,Petrol,Hatchback,5,Manual
91,Toyota,Etios Liva,Vxd,BS IV,45 litres,Diesel,Hatchback,5,Manual
92,Toyota,Etios Liva,Vd,BS IV,45 litres,Diesel,Hatchback,5,Manual
93,Toyota,Etios Liva,Dual Tone V,BS IV,45 litres,Petrol,Hatchback,5,Manual
94,Toyota,Etios Liva,Dual Tone Vd,BS IV,45 litres,Diesel,Hatchback,5,Manual
95,Toyota,Etios Liva,Dual Tone Vx,BS IV,45 litres,Petrol,Hatchback,5,Manual
96,Toyota,Etios Liva,Dual Tone Vxd,BS IV,45 litres,Diesel,Hatchback,5,Manual
97,Toyota,Etios Liva,Gx,BS IV,45 litres,Petrol,Hatchback,5,Manual
98,Toyota,Etios Liva,Gxd,BS IV,45 litres,Diesel,Hatchback,5,Manual
99,Toyota,Etios Liva,Vx Dual Tone Limited Edition,BS IV,45 litres,Petrol,Hatchback,5,Manual
100,Toyota,Etios Liva,Vxd Dual Tone Limited Edition,BS IV,45 litres,Diesel,Hatchback,5,Manual
101,Nissan,Micra Active,Xl,BS IV,41 litres,Petrol,Hatchback,5,Manual
102,Nissan,Micra Active,Xv,BS IV,41 litres,Petrol,Hatchback,5,Manual
103,Nissan,Micra Active,Xl (O),BS IV,41 litres,Petrol,Hatchback,5,Manual
104,Tata,Bolt,Xt Diesel,BS IV,44 litres,Diesel,Hatchback,5,Manual
105,Tata,Bolt,Xe Diesel,BS IV,44 litres,Diesel,Hatchback,5,Manual
106,Tata,Bolt,Xm Diesel,BS IV,44 litres,Diesel,Hatchback,5,Manual
107,Tata,Bolt,Xms Diesel,BS IV,44 litres,Diesel,Hatchback,5,Manual
108,Tata,Bolt,Xt Petrol,BS IV,44 litres,Petrol,Hatchback,5,Manual
109,Tata,Bolt,Xe Petrol,BS IV,44 litres,Petrol,Hatchback,5,Manual
110,Tata,Bolt,Xm Petrol,BS IV,44 litres,Petrol,Hatchback,5,Manual
111,Tata,Bolt,Xms Petrol,BS IV,44 litres,Petrol,Hatchback,5,Manual
112,Hyundai,Xcent Prime,Cng T + (Cng +,BS IV,43 litres,CNG + Petrol,Sedan,5,Manual
113,Hyundai,Xcent Prime,T,BS IV,43 litres,Petrol,Sedan,5,Manual
114,Hyundai,Xcent Prime,T+,BS IV,43 litres,Petrol,Sedan,5,Manual
115,Hyundai,Xcent Prime,Cng T (Cng +,BS IV,43 litres,CNG + Petrol,Sedan,5,Manual
116,Hyundai,Xcent Prime,T+ Crdi,BS IV,43 litres,Diesel,Sedan,5,Manual
117,Hyundai,Xcent Prime,T Crdi,BS IV,43 litres,Diesel,Sedan,5,Manual
119,Maruti Suzuki,Dzire Tour,Lxi,BS IV,42 litres,Petrol,Sedan,5,Manual
120,Maruti Suzuki,Dzire Tour,Lxi Cng,BS IV,42 litres,CNG,Sedan,5,Manual
121,Hyundai,Elite I20,Era 1.2,BS IV,45 litres,Petrol,Hatchback,5,Manual
122,Hyundai,Elite I20,Era 1.4 Crdi,BS IV,45 litres,Diesel,Hatchback,6,Manual
123,Hyundai,Elite I20,Magna Plus,BS IV,45 litres,Petrol,Hatchback,5,Manual
124,Hyundai,Elite I20,Magna Plus Crdi,BS IV,45 litres,Diesel,Hatchback,6,Manual
125,Hyundai,Elite I20,Sportz Plus,BS IV,45 litres,Petrol,Hatchback,5,Manual
126,Hyundai,Elite I20,Sportz Plus Crdi Dual Tone,BS IV,45 litres,Diesel,Hatchback,6,Manual
127,Hyundai,Elite I20,Asta (O) 1.2,BS IV,45 litres,Petrol,Hatchback,5,Manual
128,Hyundai,Elite I20,Asta (O) Crdi,BS IV,45 litres,Diesel,Hatchback,6,Manual
129,Hyundai,Elite I20,Asta (O) Cvt,BS IV,45 litres,Petrol,Hatchback,5,Automatic
130,Hyundai,Elite I20,Sportz Plus Dual Tone,BS IV,45 litres,Petrol,Hatchback,5,Manual
131,Hyundai,Elite I20,Sportz Plus Cvt,BS IV,45 litres,Petrol,Hatchback,5,Manual
132,Hyundai,Elite I20,Sportz Plus Crdi,BS IV,45 litres,Diesel,Hatchback,6,Manual
133,Hyundai,Aura,E 1.2 Petrol,BS 6,37 litres,Petrol,Sedan,5,Manual
134,Hyundai,Aura,S 1.2 Petrol,BS 6,37 litres,Petrol,Sedan,5,Manual
135,Hyundai,Aura,S 1.2 Amt Petrol,BS 6,37 litres,Petrol,Sedan,5,Automatic
136,Hyundai,Aura,Sx 1.2 Petrol,BS 6,37 litres,Petrol,Sedan,5,Manual
137,Hyundai,Aura,Sx Plus 1.2 Amt Petrol,BS 6,37 litres,Petrol,Sedan,5,Automatic
138,Hyundai,Aura,Sx (O) 1.2 Petrol,BS 6,37 litres,Petrol,Sedan,5,Manual
139,Hyundai,Aura,S 1.2 Cng Petrol (Cng +,BS 6,37 litres,CNG + Petrol,Sedan,5,Manual
140,Hyundai,Aura,Sx Plus 1.0 Petrol,BS 6,37 litres,Petrol,Sedan,5,Manual
141,Hyundai,Aura,S 1.2 Diesel,BS 6,37 litres,Diesel,Sedan,5,Manual
142,Hyundai,Aura,S 1.2 Amt Diesel,BS 6,37 litres,Diesel,Sedan,5,Automatic
143,Hyundai,Aura,Sx Plus 1.2 Amt Diesel,BS 6,37 litres,Diesel,Sedan,5,Automatic
144,Hyundai,Aura,Sx (O) 1.2 Diesel,BS 6,37 litres,Diesel,Sedan,5,Manual
145,Volkswagen,Polo,Trendline 1.0L (P),BS IV,45 litres,Petrol,Hatchback,5,Manual
146,Volkswagen,Polo,Comfortline 1.0 (P),BS IV,45 litres,Petrol,Hatchback,5,Manual
147,Volkswagen,Polo,Highline Plus 1.0 (P),BS IV,45 litres,Petrol,Hatchback,5,Manual
148,Volkswagen,Polo,Trendline 1.5L (D),BS IV,45 litres,Diesel,Hatchback,5,Manual
149,Volkswagen,Polo,Comfortline 1.5 (D),BS IV,45 litres,Diesel,Hatchback,5,Manual
150,Volkswagen,Polo,Highline Plus 1.5 (D),BS IV,45 litres,Diesel,Hatchback,5,Manual
151,Volkswagen,Polo,Gt Tsi,BS IV,45 litres,Petrol,Hatchback,7,Automatic
152,Volkswagen,Polo,Gt Tdi,BS IV,45 litres,Diesel,Hatchback,5,Manual
153,Maruti Suzuki,Dzire,Lxi,BS IV,37 litres,Petrol,Sedan,5,Manual
154,Maruti Suzuki,Dzire,Vxi,BS IV,37 litres,Petrol,Sedan,5,Manual
155,Maruti Suzuki,Dzire,Ldi,BS IV,37 litres,Diesel,Sedan,5,Manual
156,Maruti Suzuki,Dzire,Zxi,BS IV,37 litres,Petrol,Sedan,5,Manual
157,Maruti Suzuki,Dzire,Vdi,BS IV,37 litres,Diesel,Sedan,5,Manual
158,Maruti Suzuki,Dzire,Vxi Amt,BS IV,37 litres,Petrol,Sedan,4,Automatic
159,Maruti Suzuki,Dzire,Zdi Amt,BS IV,37 litres,Diesel,Sedan,5,Automatic
160,Maruti Suzuki,Dzire,Zdi,BS IV,37 litres,Diesel,Sedan,5,Manual
161,Maruti Suzuki,Dzire,Zxi Plus,BS IV,37 litres,Petrol,Sedan,5,Manual
162,Maruti Suzuki,Dzire,Zxi At,BS IV,37 litres,Petrol,Sedan,5,Automatic
163,Maruti Suzuki,Dzire,Zxi Plus Amt,BS IV,37 litres,Petrol,Sedan,5,Automatic
164,Maruti Suzuki,Dzire,Zdi Plus,BS IV,37 litres,Diesel,Sedan,5,Manual
165,Maruti Suzuki,Dzire,Vdi Amt,BS IV,37 litres,Diesel,Sedan,5,Automatic
166,Maruti Suzuki,Dzire,Zdi Plus Amt,BS IV,37 litres,Diesel,Sedan,5,Automatic
167,Ford,Freestyle,1.5L Tdci Ambiente,BS IV,40 litres,Diesel,Crossover,5,Manual
168,Ford,Freestyle,1.5L Tdci Titanium,BS IV,40 litres,Diesel,Hatchback,5,Manual
169,Ford,Freestyle,1.5L Tdci Titanium Plus,BS IV,40 litres,Diesel,Hatchback,5,Manual
170,Ford,Freestyle,1.2L Ti-Vct Ambiente,BS IV,42 litres,Petrol,Hatchback,5,Manual
171,Ford,Freestyle,1.2L Ti-Vct Titanium,BS IV,42 litres,Petrol,Hatchback,5,Manual
172,Ford,Freestyle,1.2L Ti-Vct Titanium Plus,BS IV,42 litres,Petrol,Hatchback,5,Manual
173,Ford,Freestyle,1.2L Ti-Vct Trend Plus,BS IV,42 litres,Petrol,Crossover,5,Manual
174,Ford,Freestyle,1.5L Tdci Trend Plus,BS IV,42 litres,Diesel,Crossover,5,Manual
177,Volkswagen,Ameo,Highline Plus 1.5L Tdi Dsg,BS IV,45 litres,Diesel,Sedan,7,Automatic
179,Volkswagen,Ameo,Trendline 1.0L,BS IV,45 litres,Petrol,Sedan,5,Manual
180,Volkswagen,Ameo,Comfortline 1.0L,BS IV,45 litres,Petrol,Sedan,5,Manual
181,Volkswagen,Ameo,Highline Plus 1.0L,BS IV,45 litres,Petrol,Sedan,5,Manual
182,Volkswagen,Ameo,Gt Line Tdi Dsg,BS IV,45 litres,Diesel,Sedan,7,Automatic
183,Ford,Aspire,1.2 Ti-Vct Ambiente,BS IV,42 litres,Petrol,Sedan,5,Manual
184,Ford,Aspire,1.2 Ti-Vct Trend Plus,BS IV,42 litres,Petrol,Sedan,5,Manual
185,Ford,Aspire,1.2 Ti-Vct Trend,BS IV,42 litres,Petrol,Sedan,5,Manual
186,Ford,Aspire,1.5 Tdci Ambiente,BS IV,40 litres,Diesel,Sedan,5,Manual
187,Ford,Aspire,1.5 Tdci Trend,BS IV,40 litres,Diesel,Sedan,5,Manual
188,Ford,Aspire,1.5 Tdci Trend Plus,BS IV,40 litres,Diesel,Sedan,5,Manual
189,Ford,Aspire,1.5 Tdci Titanium,BS IV,40 litres,Diesel,Sedan,5,Manual
190,Ford,Aspire,1.5 Tdci Titanium Plus,BS IV,40 litres,Diesel,Sedan,5,Manual
191,Ford,Aspire,1.2 Ti-Vct Titanium Plus,BS IV,42 litres,Petrol,Sedan,5,Manual
192,Ford,Aspire,1.2 Ti-Vct Titanium,BS IV,42 litres,Petrol,Sedan,5,Manual
193,Ford,Aspire,1.2 Trend Plus Cng,BS IV,42 litres,CNG,Sedan,5,Manual
194,Ford,Aspire,1.2 Ti-Vct Blu,BS IV,42 litres,Petrol,Sedan,5,Manual
195,Ford,Aspire,1.5 Tdci Blu,BS IV,40 litres,Diesel,Sedan,5,Manual
196,Toyota,Platinum Etios,G,BS IV,45 litres,Petrol,Sedan,5,Manual
197,Toyota,Platinum Etios,V,BS IV,45 litres,Petrol,Sedan,5,Manual
198,Toyota,Platinum Etios,Gd,BS IV,45 litres,Diesel,Sedan,5,Manual
199,Toyota,Platinum Etios,Vd,BS IV,45 litres,Diesel,Sedan,5,Manual
200,Toyota,Platinum Etios,Vxd,BS IV,45 litres,Diesel,Sedan,5,Manual
201,Toyota,Platinum Etios,Vx,BS IV,45 litres,Petrol,Sedan,5,Manual
202,Toyota,Platinum Etios,Gx,BS IV,45 litres,Petrol,Sedan,5,Manual
203,Toyota,Platinum Etios,Gxd,BS IV,45 litres,Diesel,Sedan,5,Manual
204,Toyota,Platinum Etios,Vxd Limited Edition,BS IV,45 litres,Diesel,Sedan,5,Manual
205,Toyota,Platinum Etios,Vx Limited Edition,BS IV,45 litres,Petrol,Sedan,5,Manual
206,Toyota,Etios Cross,V,BS IV,45 litres,Petrol,Hatchback,5,Manual
207,Toyota,Etios Cross,G,BS IV,45 litres,Petrol,Hatchback,5,Manual
208,Toyota,Etios Cross,Vd,BS IV,45 litres,Diesel,Hatchback,5,Manual
209,Toyota,Etios Cross,Gd,BS IV,45 litres,Diesel,Hatchback,5,Manual
210,Toyota,Etios Cross,1.2 X Edition,BS IV,45 litres,Petrol,Hatchback,5,Manual
211,Toyota,Etios Cross,1.4 X Edition,BS IV,45 litres,Diesel,Hatchback,5,Manual
212,Mahindra,Verito Vibe,D2,BS IV,50 litres,Diesel,Hatchback,5,Manual
213,Mahindra,Verito Vibe,D4,BS IV,50 litres,Diesel,Hatchback,5,Manual
214,Mahindra,Verito Vibe,D6,BS IV,50 litres,Diesel,Hatchback,5,Manual
219,Toyota,Glanza,G Hybrid,BS 6,37 litres,Petrol,Hatchback,5,Manual
220,Toyota,Glanza,V,BS 6,37 litres,Petrol,Hatchback,5,Manual
221,Toyota,Glanza,G Cvt,BS 6,37 litres,Petrol,Hatchback,5,CVT
222,Toyota,Glanza,V Cvt,BS 6,37 litres,Petrol,Hatchback,5,CVT
223,Toyota,Glanza,G Mt,BS 6,37 litres,Petrol,Hatchback,5,Manual
224,Fiat,Avventura,Multijet Dynamic,BS IV,45 litres,Diesel,Crossover,5,Manual
225,Fiat,Avventura,Multijet Active,BS IV,45 litres,Diesel,Crossover,5,Manual
226,Fiat,Avventura,Multijet Emotion,BS IV,45 litres,Diesel,Crossover,5,Manual
227,Honda,Jazz,V Petrol,BS IV,40 litres,Petrol,Hatchback,5,Manual
228,Honda,Jazz,Vx Cvt,BS IV,40 litres,Petrol,Hatchback,5,Automatic
229,Honda,Jazz,Vx Petrol,BS IV,40 litres,Petrol,Hatchback,5,Manual
230,Honda,Jazz,V Cvt,BS IV,40 litres,Petrol,Hatchback,5,Automatic
231,Honda,Jazz,S Diesel,BS IV,40 litres,Diesel,Hatchback,6,Manual
232,Honda,Jazz,V Diesel,BS IV,40 litres,Diesel,Hatchback,6,Manual
233,Honda,Jazz,Vx Diesel,BS IV,40 litres,Diesel,Hatchback,6,Manual
234,Honda,Jazz,Exclusive Edition Cvt,BS IV,40 litres,Petrol,Hatchback,5,Automatic
235,Jeep,Compass Trailhawk,2.0 Trailhawk 4X4 At,BS 6,60 litres,Diesel,SUV,9,Automatic
236,Jeep,Compass Trailhawk,2.0 Trailhawk (O) 4X4 At,BS 6,60 litres,Diesel,SUV,9,Automatic
237,Isuzu,Mu-X,4X2,BS IV,76 litres,Diesel,SUV,5,Automatic
238,Isuzu,Mu-X,4X4,BS IV,76 litres,Diesel,SUV,5,Automatic
239,Mahindra,Alturas G4,2Wd At,BS IV,70 litres,Diesel,SUV,7,Automatic
240,Mahindra,Alturas G4,4Wd At,,70 litres,Diesel,SUV,7,Automatic
241,Volkswagen,Tiguan,Comfortline 2.0L Tdi Amt,BS IV,71 litres,Diesel,SUV,8,Automatic
243,Honda,Cr-V,2Wd Petrol Cvt,,57 litres,Petrol,SUV,7,Automatic
244,Honda,Cr-V,2Wd Diesel At,BS IV,57 litres,Diesel,SUV,9,Automatic
245,Honda,Cr-V,Awd Diesel At,BS IV,57 litres,Diesel,SUV,9,Automatic
246,Skoda,Superb Sportline,Sportline 1.8L Tsi At,BS IV,66 litres,Petrol,Sedan,7,Automatic
247,Skoda,Superb Sportline,Sportline 2.0L Tdi At,BS IV,66 litres,Diesel,Sedan,6,Automatic
248,Audi,A3,35 Tdi Premium Plus,BS IV,50 litres,Diesel,Sedan,6,Automatic
249,Audi,A3,35 Tdi Technology,BS IV,50 litres,Diesel,Sedan,6,Automatic
250,Audi,A3,35 Tfsi Premium Plus,BS IV,50 litres,Petrol,Sedan,7,Automatic
251,Audi,A3,35 Tfsi Technology,BS IV,50 litres,Petrol,Sedan,7,Automatic
252,,Mercedes-Benz B-Class,B 180 Sport,BS IV,50 litres,Petrol,MPV,7,Automatic
253,,Mercedes-Benz B-Class,B 200 Cdi Sport,BS IV,50 litres,Diesel,MPV,7,Automatic
254,,Mercedes-Benz B-Class,B 180 Night Edition,BS IV,50 litres,Petrol,MPV,7,Automatic
255,,Mercedes-Benz B-Class,B 200 Cdi Night Edition,BS IV,50 litres,Diesel,MPV,7,Automatic
256,,Mercedes-Benz Cla-Class,200 Sport,BS IV,56 litres,Petrol,Sedan,7,Automatic
259,Skoda,Kodiaq,Style 2.0 Tdi 4X4 At,BS IV,66 litres,Diesel,SUV,6,Automatic
260,Skoda,Kodiaq,Laurin And Klement,BS IV,66 litres,Diesel,SUV,6,Automatic
261,Skoda,Kodiaq,Corporate Edition,BS IV,66 litres,Diesel,SUV,6,Automatic
262,Dc,Avanti,Standard,BS IV,60 litres,Petrol,Coupe,6,Manual
263,Audi,Q3,30 Tdi Premium Fwd,BS IV,64 litres,Diesel,SUV,7,Manual
264,Audi,Q3,35 Tdi Quattro Premium Plus,BS IV,64 litres,Diesel,SUV,7,Automatic
265,Audi,Q3,35 Tdi Quattro Technology,BS IV,64 litres,Diesel,SUV,7,Automatic
266,Audi,Q3,30 Tfsi Premium,BS IV,64 litres,Petrol,SUV,7,Automatic
267,Mini,Cooper 5 Door,Cooper D,BS IV,44 litres,Petrol,Hatchback,6,Automatic
268,Mini,Convertible,Cooper S,BS IV,44 litres,Petrol,Convertible,6,Automatic
269,Volvo,Xc40,D4 Momentum,BS IV,,Diesel,SUV,8,Automatic
270,Volvo,Xc40,D4 Inscription,BS IV,,Diesel,SUV,8,Automatic
271,Volvo,Xc40,T4 R-Design,BS 6,54 litres,Petrol,SUV,8,Automatic
273,Audi,A4,Premium Plus 35 Tfsi,BS IV,54 litres,Petrol,Sedan,7,DCT
274,Audi,A4,Technology 35 Tfsi,BS IV,54 litres,Petrol,Sedan,7,DCT
275,Mini,John Cooper Works,Hatch,BS 6,44 litres,Petrol,Sports,8,2
276,Jaguar,Xe,S Petrol,BS 6,61 litres,Petrol,Sedan,8,Automatic
277,Jaguar,Xe,S Diesel,BS 6,56 litres,Diesel,Sedan,8,Automatic
278,Jaguar,Xe,Se Diesel,BS 6,56 litres,Diesel,Sedan,8,Automatic
279,Jaguar,Xe,Se Petrol,BS 6,61 litres,Petrol,Sedan,8,Automatic
280,Jaguar,Xf,2.0 Prestige,BS IV,74 litres,Petrol,Sedan,8,Automatic
281,Jaguar,Xf,2.0 Portfolio,BS IV,82 litres,Petrol,Sedan,8,Automatic
282,Jaguar,Xf,2.0 Portfolio Diesel,BS IV,83 litres,Diesel,Sedan,8,Automatic
283,Jaguar,Xf,2.0 Prestige Diesel,BS IV,66 litres,Diesel,Sedan,8,Automatic
284,Jaguar,Xf,2.0 Pure Diesel,BS IV,66 litres,Diesel,Sedan,8,Automatic
285,Audi,A3 Cabriolet,40 Tfsi,BS IV,50 litres,Petrol,Convertible,7,Automatic
286,Audi,A6,Premium Plus 45 Tfsi,BS 6,73 litres,Petrol,Sedan,7,Automatic
287,Audi,A6,Technology 45 Tfsi,BS 6,73 litres,Petrol,Sedan,7,Automatic
288,Bmw,X3,Xdrive 20D Luxury Line,BS IV,67 litres,Diesel,SUV,8,Automatic
289,Bmw,X3,Xdrive 30I Luxury Line,BS IV,67 litres,Petrol,SUV,8,Automatic
290,Bmw,X3,Xdrive20D Xline,BS IV,67 litres,Diesel,SUV,8,Automatic
291,Land Rover,Discovery Sport,S,BS 6,70 litres,Diesel,SUV,9,Automatic
292,Land Rover,Discovery Sport,R-Dynamic Se,BS 6,70 litres,Diesel,SUV,9,Automatic
294,Audi,S5,Sportback,BS IV,58 litres,Petrol,Sedan,7,Automatic
295,Bmw,X5,Xdrive30D Sport,BS IV,,Diesel,SUV,8,Automatic
296,Bmw,X5,Xdrive30D Xline,BS IV,,Diesel,SUV,8,Automatic
297,Bmw,X5,Xdrive40I M Sport,BS IV,,Petrol,SUV,8,Automatic
298,Ford,Mustang,Fastback V8,BS IV,60.9 litres,Petrol,Sedan,6,Automatic
301,Jeep,Grand Cherokee,Srt,BS IV,93.5 litres,Petrol,SUV,8,Automatic
304,Bmw,M2 Competition,Coupe,BS 6,52 litres,Petrol,Coupe,7,Automatic
307,,Mercedes-Benz Gls,350 Cdi,BS IV,100 litres,Diesel,SUV,7,Automatic
308,,Mercedes-Benz Gls,63 Amg,BS IV,80 litres,Petrol,SUV,7,Automatic
309,,Mercedes-Benz Gls,400 4Matic,BS IV,80 litres,Petrol,SUV,7,Automatic
310,,Mercedes-Benz Gls,Grand Edition Petrol,BS IV,80 litres,Petrol,SUV,7,Automatic
311,,Mercedes-Benz Gls,Grand Edition Diesel,BS IV,100 litres,Diesel,SUV,7,Automatic
